Jahr;Monat;Typ;Elektrizitätserzeugung (brutto);;Elektrizitätserzeugung (netto);data_quality
;;Sonstige erneuerbare Energien;203;e;191;e
;;Klärschlamm;14107;e;12986;e
;;Abfall (Hausmüll, Industrie);722385;e;558452;e
;;Abfall (Industrie);-;;-;
;;Abfall (Hausmüll, Siedlungsabfälle);-;;-;
;;Kernenergie;11133493;e;10544586;e
;;Wärme;-;;-;
;;Strom (Elektrokessel);-;;-;
;;Sonstige Energieträger;44151;e;41454;e
;;Andere Speicher;-;;-;
;;Insgesamt;46074561;e;43025416;e
;November;Steinkohlen;12498093;e;11539189;e
;;Steinkohlenkoks;-;;-;
;;Steinkohlenbriketts;-;;-;
;;Kohlenwertstoffe aus Steinkohle;-;;-;
;;Sonstige Steinkohlen;-;;-;
;;Rohbraunkohlen;13252445;e;12198213;e
;;Hartbraunkohlen;14912;e;12572;e
;;Braunkohlenbriketts;1817;e;1606;e
;;Braunkohlenkoks;149;e;113;e
;;Wirbelschichtkohle;37173;e;31252;e
;;Staub- und Trockenkohle;43075;e;38236;e
;;Sonstige Braunkohlen;16525;e;15596;e
;;Dieselkraftstoff;1682;e;1566;e
;;Heizöl, leicht;59507;e;55200;e
;;Heizöl, schwer;27712;e;25905;e
;;Flüssiggas;-;;-;
;;Raffineriegas;-;;-;
;;Petrolkoks;40678;e;38090;e
;;Sonstige Mineralölprodukte;65723;e;60267;e
;;Erdgas, Erdölgas;6631375;e;6424946;e
;;Grubengas;39092;e;36120;e
;;Kokereigas;57346;e;53492;e
;;Hochofengas;212972;e;197821;e
;;Sonstige hergestellte Gase;3341;e;3341;e
;;Wasserstoff;-;;-;
;;Laufwasser;1233154;e;1208049;e
;;Speicherwasser;66137;e;65568;e
;;Pumpspeicherwasser;649683;e;637508;e
;;Pumpspeicher mit natürlichem Zufluss;-;;-;
;;Pumpspeicher ohne natürlichen Zufluss;-;;-;
;;Windkraft;47273;e;47160;e
;;Photovoltaik;302;e;302;e
;;Geothermie;-;;-;
;;Wärmepumpen (Erd- und Umweltwärme);-;;-;
;;Solarthermie;-;;-;
;;Feste biogene Stoffe;199509;e;184129;e
;;Flüssige biogene Stoffe;3851;e;3727;e
;;Biogas;3723;e;3499;e
;;Biomethan (Bioerdgas);-;;-;
;;Klärgas;2155;e;2081;e
;;Deponiegas;14479;e;13858;e
;;Sonstige erneuerbare Energien;225;e;210;e
;;Klärschlamm;13457;e;12418;e
;;Abfall (Hausmüll, Industrie);682954;e;516611;e
;;Abfall (Industrie);-;;-;
;;Abfall (Hausmüll, Siedlungsabfälle);-;;-;
;;Kernenergie;11542188;e;10938321;e
;;Wärme;-;;-;
;;Strom (Elektrokessel);-;;-;
;;Sonstige Energieträger;44612;e;42357;e
;;Andere Speicher;-;;-;
;;Insgesamt;47507317;e;44409323;e
;Dezember;Steinkohlen;11737501;e;10821502;e
;;Steinkohlenkoks;-;;-;
;;Steinkohlenbriketts;-;;-;
;;Kohlenwertstoffe aus Steinkohle;-;;-;
;;Sonstige Steinkohlen;-;;-;
;;Rohbraunkohlen;13223381;e;12168731;e
;;Hartbraunkohlen;17963;e;15317;e
;;Braunkohlenbriketts;4149;e;3643;e
;;Braunkohlenkoks;152;e;116;e
;;Wirbelschichtkohle;34106;e;27930;e
;;Staub- und Trockenkohle;45705;e;40866;e
;;Sonstige Braunkohlen;9637;e;9101;e
;;Dieselkraftstoff;1891;e;1755;e
;;Heizöl, leicht;56536;e;51770;e
;;Heizöl, schwer;40503;e;37996;e
;;Flüssiggas;-;;-;
;;Raffineriegas;-;;-;
;;Petrolkoks;51663;e;48293;e
;;Sonstige Mineralölprodukte;180055;e;165196;e
;;Erdgas, Erdölgas;6592396;e;6390012;e
;;Grubengas;37439;e;34497;e
;;Kokereigas;59525;e;55756;e
;;Hochofengas;234076;e;217932;e
;;Sonstige hergestellte Gase;4861;e;4861;e
;;Wasserstoff;-;;-;
;;Laufwasser;1271102;e;1239541;e
;;Speicherwasser;79126;e;78498;e
;;Pumpspeicherwasser;712079;e;701492;e
;;Pumpspeicher mit natürlichem Zufluss;-;;-;
;;Pumpspeicher ohne natürlichen Zufluss;-;;-;
;;Windkraft;51769;e;51664;e
;;Photovoltaik;440;e;433;e
;;Geothermie;-;;-;
;;Wärmepumpen (Erd- und Umweltwärme);-;;-;
;;Solarthermie;-;;-;
;;Feste biogene Stoffe;197895;e;183050;e
;;Flüssige biogene Stoffe;3590;e;3487;e
;;Biogas;3774;e;3545;e
;;Biomethan (Bioerdgas);-;;-;
;;Klärgas;2243;e;2196;e
;;Deponiegas;14042;e;13466;e
;;Sonstige erneuerbare Energien;124;e;117;e
;;Klärschlamm;11038;e;10174;e
;;Abfall (Hausmüll, Industrie);669817;e;505527;e
;;Abfall (Industrie);-;;-;
;;Abfall (Hausmüll, Siedlungsabfälle);-;;-;
;;Kernenergie;12865878;e;12195070;e
;;Wärme;-;;-;
;;Strom (Elektrokessel);-;;-;
;;Sonstige Energieträger;39994;e;36833;e
;;Andere Speicher;-;;-;
;;Insgesamt;48254451;e;45120368;e
2008;Januar;Steinkohlen;11306310;e;10416527;e
;;Steinkohlenkoks;-;;-;
;;Steinkohlenbriketts;-;;-;
;;Kohlenwertstoffe aus Steinkohle;-;;-;
;;Sonstige Steinkohlen;-;;-;
;;Rohbraunkohlen;12902985;e;11875426;e
;;Hartbraunkohlen;15446;e;13028;e
;;Braunkohlenbriketts;5363;e;4737;e
;;Braunkohlenkoks;421;e;314;e
;;Wirbelschichtkohle;36136;e;30268;e
;;Staub- und Trockenkohle;61341;e;55116;e
;;Sonstige Braunkohlen;24914;e;23493;e
;;Dieselkraftstoff;667;e;611;e
;;Heizöl, leicht;52734;e;48096;e
;;Heizöl, schwer;41055;e;38027;e
;;Flüssiggas;-;;-;
;;Raffineriegas;-;;-;
;;Petrolkoks;38587;e;35805;e
;;Sonstige Mineralölprodukte;77065;e;70553;e
;;Erdgas, Erdölgas;6952378;e;6756895;e
;;Grubengas;35919;e;32992;e
;;Kokereigas;60008;e;56258;e
;;Hochofengas;244471;e;228480;e
;;Sonstige hergestellte Gase;5220;e;5220;e
;;Wasserstoff;-;;-;
;;Laufwasser;1279760;e;1262512;e
;;Speicherwasser;63356;e;62760;e
;;Pumpspeicherwasser;705134;e;692050;e
;;Pumpspeicher mit natürlichem Zufluss;-;;-;
;;Pumpspeicher ohne natürlichen Zufluss;-;;-;
;;Windkraft;66284;e;66133;e
;;Photovoltaik;1859;e;1859;e
;;Geothermie;-;;-;
;;Wärmepumpen (Erd- und Umweltwärme);-;;-;
;;Solarthermie;-;;-;
;;Feste biogene Stoffe;255909;e;234733;e
;;Flüssige biogene Stoffe;4969;e;4816;e
;;Biogas;4455;e;4187;e
;;Biomethan (Bioerdgas);-;;-;
;;Klärgas;3263;e;3109;e
;;Deponiegas;15074;e;14502;e
;;Sonstige erneuerbare Energien;36;e;36;e
;;Klärschlamm;13531;e;12377;e
;;Abfall (Hausmüll, Industrie);749286;e;596871;e
;;Abfall (Industrie);-;;-;
;;Abfall (Hausmüll, Siedlungsabfälle);-;;-;
;;Kernenergie;12975556;e;12300669;e
;;Wärme;-;;-;
;;Strom (Elektrokessel);-;;-;
;;Sonstige Energieträger;46478;e;44129;e
;;Andere Speicher;-;;-;
;;Insgesamt;48045970;e;44992589;e
;Februar;Steinkohlen;11912365;e;11001861;e
;;Steinkohlenkoks;-;;-;
;;Steinkohlenbriketts;-;;-;
;;Kohlenwertstoffe aus Steinkohle;-;;-;
;;Sonstige Steinkohlen;-;;-;
;;Rohbraunkohlen;11521323;e;10587638;e
;;Hartbraunkohlen;15877;e;13477;e
;;Braunkohlenbriketts;3834;e;3284;e
;;Braunkohlenkoks;292;e;226;e
;;Wirbelschichtkohle;32523;e;26950;e
;;Staub- und Trockenkohle;39229;e;34968;e
;;Sonstige Braunkohlen;27243;e;25756;e
;;Dieselkraftstoff;623;e;563;e
;;Heizöl, leicht;41806;e;38344;e
;;Heizöl, schwer;29922;e;27644;e
;;Flüssiggas;-;;-;
;;Raffineriegas;-;;-;
;;Petrolkoks;19681;e;18372;e
;;Sonstige Mineralölprodukte;46514;e;42675;e
;;Erdgas, Erdölgas;6805401;e;6623916;e
;;Grubengas;30590;e;28022;e
;;Kokereigas;1214;e;1099;e
;;Hochofengas;83392;e;76857;e
;;Sonstige hergestellte Gase;2703;e;2703;e
;;Wasserstoff;-;;-;
;;Laufwasser;1040787;e;1018823;e
;;Speicherwasser;61979;e;61383;e
;;Pumpspeicherwasser;588509;e;574405;e
;;Pumpspeicher mit natürlichem Zufluss;-;;-;
;;Pumpspeicher ohne natürlichen Zufluss;-;;-;
;;Windkraft;45432;e;45278;e
;;Photovoltaik;313;e;313;e
;;Geothermie;1550;e;1096;e
;;Wärmepumpen (Erd- und Umweltwärme);-;;-;
;;Solarthermie;-;;-;
;;Feste biogene Stoffe;224110;e;205669;e
;;Flüssige biogene Stoffe;4616;e;4486;e
;;Biogas;4019;e;3788;e
;;Biomethan (Bioerdgas);-;;-;
;;Klärgas;2322;e;2186;e
;;Deponiegas;13547;e;13034;e
;;Sonstige erneuerbare Energien;34;e;34;e
;;Klärschlamm;12777;e;11751;e
;;Abfall (Hausmüll, Industrie);745998;e;597697;e
;;Abfall (Industrie);-;;-;
;;Abfall (Hausmüll, Siedlungsabfälle);-;;-;
;;Kernenergie;13003486;e;12315195;e
;;Wärme;-;;-;
;;Strom (Elektrokessel);-;;-;
;;Sonstige Energieträger;43600;e;41311;e
;;Andere Speicher;-;;-;
;;Insgesamt;46407611;e;43450805;e
;März;Steinkohlen;9618351;e;8849429;e
;;Steinkohlenkoks;-;;-;
;;Steinkohlenbriketts;-;;-;
;;Kohlenwertstoffe aus Steinkohle;-;;-;
;;Sonstige Steinkohlen;-;;-;
;;Rohbraunkohlen;12178811;e;11189325;e
;;Hartbraunkohlen;15167;e;12705;e
;;Braunkohlenbriketts;4342;e;3771;e
;;Braunkohlenkoks;87;e;66;e
;;Wirbelschichtkohle;14030;e;11732;e
;;Staub- und Trockenkohle;31426;e;28050;e
;;Sonstige Braunkohlen;11669;e;10996;e
;;Dieselkraftstoff;404;e;330;e
;;Heizöl, leicht;42627;e;38922;e
;;Heizöl, schwer;37355;e;34721;e
;;Flüssiggas;-;;-;
;;Raffineriegas;-;;-;
;;Petrolkoks;6838;e;6338;e
;;Sonstige Mineralölprodukte;25533;e;23382;e
;;Erdgas, Erdölgas;6634529;e;6442764;e
;;Grubengas;38614;e;35702;e
;;Kokereigas;47559;e;44577;e
;;Hochofengas;251856;e;234997;e
;;Sonstige hergestellte Gase;3651;e;3651;e
;;Wasserstoff;-;;-;
;;Laufwasser;1370613;e;1348642;e
;;Speicherwasser;60652;e;60156;e
;;Pumpspeicherwasser;652511;e;640391;e
;;Pumpspeicher mit natürlichem Zufluss;-;;-;
;;Pumpspeicher ohne natürlichen Zufluss;-;;-;
;;Windkraft;60435;e;60122;e
;;Photovoltaik;353;e;353;e
;;Geothermie;2160;e;1586;e
;;Wärmepumpen (Erd- und Umweltwärme);-;;-;
;;Solarthermie;-;;-;
;;Feste biogene Stoffe;252695;e;231778;e
;;Flüssige biogene Stoffe;5249;e;5087;e
;;Biogas;4176;e;3954;e
;;Biomethan (Bioerdgas);-;;-;
;;Klärgas;2359;e;2259;e
;;Deponiegas;14027;e;13502;e
;;Sonstige erneuerbare Energien;35;e;35;e
;;Klärschlamm;10807;e;9897;e
;;Abfall (Hausmüll, Industrie);718759;e;565302;e
;;Abfall (Industrie);-;;-;
;;Abfall (Hausmüll, Siedlungsabfälle);-;;-;
;;Kernenergie;13898873;e;13165363;e
;;Wärme;-;;-;
;;Strom (Elektrokessel);-;;-;
;;Sonstige Energieträger;40497;e;38305;e
;;Andere Speicher;-;;-;
;;Insgesamt;46057049;e;43118190;e
;April;Steinkohlen;10977605;e;10129810;e
;;Steinkohlenkoks;-;;-;
;;Steinkohlenbriketts;-;;-;
;;Kohlenwertstoffe aus Steinkohle;-;;-;
;;Sonstige Steinkohlen;-;;-;
;;Rohbraunkohlen;12307143;e;11333555;e
;;Hartbraunkohlen;8618;e;6785;e
;;Braunkohlenbriketts;3931;e;3512;e
;;Braunkohlenkoks;126;e;96;e
;;Wirbelschichtkohle;36474;e;30173;e
;;Staub- und Trockenkohle;70092;e;62967;e
;;Sonstige Braunkohlen;32156;e;30329;e
;;Dieselkraftstoff;319;e;250;e
;;Heizöl, leicht;42310;e;38771;e
;;Heizöl, schwer;34282;e;31971;e
;;Flüssiggas;-;;-;
;;Raffineriegas;-;;-;
;;Petrolkoks;20965;e;19552;e
;;Sonstige Mineralölprodukte;218725;e;200569;e
;;Erdgas, Erdölgas;6280792;e;6101561;e
;;Grubengas;34621;e;31867;e
;;Kokereigas;47448;e;44375;e
;;Hochofengas;241478;e;225207;e
;;Sonstige hergestellte Gase;1091;e;1091;e
;;Wasserstoff;-;;-;
;;Laufwasser;1561667;e;1523047;e
;;Speicherwasser;74383;e;73825;e
;;Pumpspeicherwasser;539611;e;531900;e
;;Pumpspeicher mit natürlichem Zufluss;-;;-;
;;Pumpspeicher ohne natürlichen Zufluss;-;;-;
;;Windkraft;25919;e;25861;e
;;Photovoltaik;434;e;434;e
;;Geothermie;1948;e;1430;e
;;Wärmepumpen (Erd- und Umweltwärme);-;;-;
;;Solarthermie;-;;-;
;;Feste biogene Stoffe;243380;e;223387;e
;;Flüssige biogene Stoffe;723;e;670;e
;;Biogas;3810;e;3607;e
;;Biomethan (Bioerdgas);-;;-;
;;Klärgas;2577;e;2461;e
;;Deponiegas;13700;e;13106;e
;;Sonstige erneuerbare Energien;37;e;37;e
;;Klärschlamm;11507;e;10623;e
;;Abfall (Hausmüll, Industrie);759051;e;595215;e
;;Abfall (Industrie);-;;-;
;;Abfall (Hausmüll, Siedlungsabfälle);-;;-;
;;Kernenergie;12275394;e;11651480;e
;;Wärme;-;;-;
;;Strom (Elektrokessel);-;;-;
;;Sonstige Energieträger;34879;e;32629;e
;;Andere Speicher;-;;-;
;;Insgesamt;45907197;e;42982153;e
;Mai;Steinkohlen;8278475;e;7547392;e
;;Steinkohlenkoks;-;;-;
;;Steinkohlenbriketts;-;;-;
;;Kohlenwertstoffe aus Steinkohle;-;;-;
;;Sonstige Steinkohlen;-;;-;
;;Rohbraunkohlen;12355646;e;11362856;e
;;Hartbraunkohlen;330;e;234;e
;;Braunkohlenbriketts;1120;e;972;e
;;Braunkohlenkoks;145;e;101;e
;;Wirbelschichtkohle;30254;e;25750;e
;;Staub- und Trockenkohle;60329;e;54139;e
;;Sonstige Braunkohlen;27439;e;25878;e
;;Dieselkraftstoff;182;e;131;e
;;Heizöl, leicht;36785;e;33467;e
;;Heizöl, schwer;58038;e;53331;e
;;Flüssiggas;-;;-;
;;Raffineriegas;-;;-;
;;Petrolkoks;25870;e;24094;e
;;Sonstige Mineralölprodukte;117557;e;107660;e
;;Erdgas, Erdölgas;4773161;e;4629827;e
;;Grubengas;33754;e;31149;e
;;Kokereigas;41613;e;38889;e
;;Hochofengas;244541;e;226443;e
;;Sonstige hergestellte Gase;0;e;0;e
;;Wasserstoff;-;;-;
;;Laufwasser;1673507;e;1658141;e
;;Speicherwasser;73722;e;73002;e
;;Pumpspeicherwasser;478152;e;472145;e
;;Pumpspeicher mit natürlichem Zufluss;-;;-;
;;Pumpspeicher ohne natürlichen Zufluss;-;;-;
;;Windkraft;27986;e;27418;e
;;Photovoltaik;700;e;700;e
;;Geothermie;1827;e;1257;e
;;Wärmepumpen (Erd- und Umweltwärme);-;;-;
;;Solarthermie;-;;-;
;;Feste biogene Stoffe;230907;e;211249;e
;;Flüssige biogene Stoffe;3101;e;2996;e
;;Biogas;4259;e;4052;e
;;Biomethan (Bioerdgas);-;;-;
;;Klärgas;2501;e;2402;e
;;Deponiegas;14003;e;13445;e
;;Sonstige erneuerbare Energien;49;e;49;e
;;Klärschlamm;10653;e;9781;e
;;Abfall (Hausmüll, Industrie);795238;e;627376;e
;;Abfall (Industrie);-;;-;
;;Abfall (Hausmüll, Siedlungsabfälle);-;;-;
;;Kernenergie;11967220;e;11341144;e
;;Wärme;-;;-;
;;Strom (Elektrokessel);-;;-;
;;Sonstige Energieträger;40632;e;38058;e
;;Andere Speicher;-;;-;
;;Insgesamt;41409694;e;38645527;e
;Juni;Steinkohlen;8474578;e;7801092;e
;;Steinkohlenkoks;-;;-;
;;Steinkohlenbriketts;-;;-;
;;Kohlenwertstoffe aus Steinkohle;-;;-;
;;Sonstige Steinkohlen;-;;-;
;;Rohbraunkohlen;11183645;e;10275255;e
;;Hartbraunkohlen;0;e;0;e
;;Braunkohlenbriketts;5463;e;4768;e
;;Braunkohlenkoks;122;e;80;e
;;Wirbelschichtkohle;36989;e;31613;e
;;Staub- und Trockenkohle;40960;e;37040;e
;;Sonstige Braunkohlen;18559;e;17491;e
;;Dieselkraftstoff;262;e;197;e
;;Heizöl, leicht;41889;e;38281;e
;;Heizöl, schwer;49916;e;46413;e
;;Flüssiggas;-;;-;
;;Raffineriegas;-;;-;
;;Petrolkoks;34360;e;31963;e
;;Sonstige Mineralölprodukte;173374;e;158751;e
;;Erdgas, Erdölgas;4801815;e;4634423;e
;;Grubengas;33294;e;32758;e
;;Kokereigas;60210;e;56153;e
;;Hochofengas;229436;e;212899;e
;;Sonstige hergestellte Gase;-;;-;
;;Wasserstoff;-;;-;
;;Laufwasser;1520146;e;1502637;e
;;Speicherwasser;105470;e;104715;e
;;Pumpspeicherwasser;516436;e;510057;e
;;Pumpspeicher mit natürlichem Zufluss;-;;-;
;;Pumpspeicher ohne natürlichen Zufluss;-;;-;
;;Windkraft;21941;e;21466;e
;;Photovoltaik;640;e;640;e
;;Geothermie;1669;e;1133;e
;;Wärmepumpen (Erd- und Umweltwärme);-;;-;
;;Solarthermie;-;;-;
;;Feste biogene Stoffe;213369;e;195750;e
;;Flüssige biogene Stoffe;5811;e;5639;e
;;Biogas;4605;e;4367;e
;;Biomethan (Bioerdgas);-;;-;
;;Klärgas;2224;e;2099;e
;;Deponiegas;13476;e;12661;e
;;Sonstige erneuerbare Energien;38;e;38;e
;;Klärschlamm;9662;e;8848;e
;;Abfall (Hausmüll, Industrie);733584;e;581064;e
;;Abfall (Industrie);-;;-;
;;Abfall (Hausmüll, Siedlungsabfälle);-;;-;
;;Kernenergie;10531554;e;9952765;e
;;Wärme;-;;-;
;;Strom (Elektrokessel);-;;-;
;;Sonstige Energieträger;33187;e;30785;e
;;Andere Speicher;-;;-;
;;Insgesamt;38898683;e;36313843;e
;Juli;Steinkohlen;8386391;e;7703807;e
;;Steinkohlenkoks;-;;-;
;;Steinkohlenbriketts;-;;-;
;;Kohlenwertstoffe aus Steinkohle;-;;-;
;;Sonstige Steinkohlen;-;;-;
;;Rohbraunkohlen;11971508;e;10982978;e
;;Hartbraunkohlen;-;;-;
;;Braunkohlenbriketts;2078;e;1786;e
;;Braunkohlenkoks;187;e;128;e
;;Wirbelschichtkohle;35577;e;29685;e
;;Staub- und Trockenkohle;36353;e;32291;e
;;Sonstige Braunkohlen;30475;e;28708;e
;;Dieselkraftstoff;1793;e;1744;e
;;Heizöl, leicht;44114;e;40047;e
;;Heizöl, schwer;86357;e;79552;e
;;Flüssiggas;-;;-;
;;Raffineriegas;-;;-;
;;Petrolkoks;29721;e;27937;e
;;Sonstige Mineralölprodukte;72880;e;66680;e
;;Erdgas, Erdölgas;4498969;e;4358836;e
;;Grubengas;35203;e;34542;e
;;Kokereigas;61208;e;56860;e
;;Hochofengas;188917;e;175316;e
;;Sonstige hergestellte Gase;-;;-;
;;Wasserstoff;-;;-;
;;Laufwasser;1531953;e;1500950;e
;;Speicherwasser;99573;e;98865;e
;;Pumpspeicherwasser;527994;e;519737;e
;;Pumpspeicher mit natürlichem Zufluss;-;;-;
;;Pumpspeicher ohne natürlichen Zufluss;-;;-;
;;Windkraft;28108;e;28041;e
;;Photovoltaik;637;e;637;e
;;Geothermie;1652;e;1100;e
;;Wärmepumpen (Erd- und Umweltwärme);-;;-;
;;Solarthermie;-;;-;
;;Feste biogene Stoffe;230434;e;210876;e
;;Flüssige biogene Stoffe;4113;e;3978;e
;;Biogas;5342;e;5172;e
;;Biomethan (Bioerdgas);-;;-;
;;Klärgas;2500;e;2344;e
;;Deponiegas;13541;e;12904;e
;;Sonstige erneuerbare Energien;39;e;39;e
;;Klärschlamm;11137;e;10154;e
;;Abfall (Hausmüll, Industrie);794949;e;631170;e
;;Abfall (Industrie);-;;-;
;;Abfall (Hausmüll, Siedlungsabfälle);-;;-;
;;Kernenergie;10908231;e;10302436;e
;;Wärme;-;;-;
;;Strom (Elektrokessel);-;;-;
;;Sonstige Energieträger;59209;e;55585;e
;;Andere Speicher;-;;-;
;;Insgesamt;39701144;e;37004885;e
;August;Steinkohlen;6651623;e;6104014;e
;;Steinkohlenkoks;-;;-;
;;Steinkohlenbriketts;-;;-;
;;Kohlenwertstoffe aus Steinkohle;-;;-;
;;Sonstige Steinkohlen;-;;-;
;;Rohbraunkohlen;12297385;e;11260117;e
;;Hartbraunkohlen;-;;-;
;;Braunkohlenbriketts;995;e;795;e
;;Braunkohlenkoks;117;e;89;e
;;Wirbelschichtkohle;29969;e;24698;e
;;Staub- und Trockenkohle;10693;e;9323;e
;;Sonstige Braunkohlen;23429;e;22031;e
;;Dieselkraftstoff;165;e;161;e
;;Heizöl, leicht;34310;e;31217;e
;;Heizöl, schwer;51184;e;47203;e
;;Flüssiggas;-;;-;
;;Raffineriegas;-;;-;
;;Petrolkoks;52456;e;48503;e
;;Sonstige Mineralölprodukte;21765;e;19920;e
;;Erdgas, Erdölgas;3926142;e;3797186;e
;;Grubengas;31173;e;30674;e
;;Kokereigas;54978;e;51259;e
;;Hochofengas;228138;e;212284;e
;;Sonstige hergestellte Gase;-;;-;
;;Wasserstoff;-;;-;
;;Laufwasser;1452300;e;1421565;e
;;Speicherwasser;95334;e;94620;e
;;Pumpspeicherwasser;511755;e;504835;e
;;Pumpspeicher mit natürlichem Zufluss;-;;-;
;;Pumpspeicher ohne natürlichen Zufluss;-;;-;
;;Windkraft;32163;e;32086;e
;;Photovoltaik;589;e;589;e
;;Geothermie;1668;e;1108;e
;;Wärmepumpen (Erd- und Umweltwärme);-;;-;
;;Solarthermie;-;;-;
;;Feste biogene Stoffe;233459;e;213508;e
;;Flüssige biogene Stoffe;1555;e;1472;e
;;Biogas;5580;e;5344;e
;;Biomethan (Bioerdgas);-;;-;
;;Klärgas;2311;e;2164;e
;;Deponiegas;13536;e;12894;e
;;Sonstige erneuerbare Energien;32;e;32;e
;;Klärschlamm;11778;e;10781;e
;;Abfall (Hausmüll, Industrie);794929;e;629109;e
;;Abfall (Industrie);-;;-;
;;Abfall (Hausmüll, Siedlungsabfälle);-;;-;
;;Kernenergie;12763567;e;12063373;e
;;Wärme;-;;-;
;;Strom (Elektrokessel);-;;-;
;;Sonstige Energieträger;53121;e;49695;e
;;Andere Speicher;-;;-;
;;Insgesamt;39388200;e;36702649;e
;September;Steinkohlen;9044035;e;8332368;e
;;Steinkohlenkoks;-;;-;
;;Steinkohlenbriketts;-;;-;
;;Kohlenwertstoffe aus Steinkohle;-;;-;
;;Sonstige Steinkohlen;-;;-;
;;Rohbraunkohlen;11614685;e;10624611;e
;;Hartbraunkohlen;1671;e;1101;e
;;Braunkohlenbriketts;2429;e;2057;e
;;Braunkohlenkoks;119;e;92;e
;;Wirbelschichtkohle;-;;-;
;;Staub- und Trockenkohle;53759;e;47432;e
;;Sonstige Braunkohlen;30499;e;28741;e
;;Dieselkraftstoff;409;e;314;e
;;Heizöl, leicht;43323;e;38835;e
;;Heizöl, schwer;38338;e;35388;e
;;Flüssiggas;-;;-;
;;Raffineriegas;-;;-;
;;Petrolkoks;59596;e;55135;e
;;Sonstige Mineralölprodukte;216063;e;198193;e
;;Erdgas, Erdölgas;5565789;e;5399533;e
;;Grubengas;29674;e;29210;e
;;Kokereigas;48483;e;45192;e
;;Hochofengas;222909;e;207358;e
;;Sonstige hergestellte Gase;-;;-;
;;Wasserstoff;-;;-;
;;Laufwasser;1094630;e;1074104;e
;;Speicherwasser;63286;e;62572;e
;;Pumpspeicherwasser;469020;e;462328;e
;;Pumpspeicher mit natürlichem Zufluss;-;;-;
;;Pumpspeicher ohne natürlichen Zufluss;-;;-;
;;Windkraft;31283;e;31217;e
;;Photovoltaik;657;e;657;e
;;Geothermie;1788;e;1257;e
;;Wärmepumpen (Erd- und Umweltwärme);-;;-;
;;Solarthermie;-;;-;
;;Feste biogene Stoffe;254178;e;233412;e
;;Flüssige biogene Stoffe;2530;e;2436;e
;;Biogas;5304;e;5088;e
;;Biomethan (Bioerdgas);-;;-;
;;Klärgas;2305;e;2153;e
;;Deponiegas;12283;e;11828;e
;;Sonstige erneuerbare Energien;34;e;34;e
;;Klärschlamm;12543;e;11477;e
;;Abfall (Hausmüll, Industrie);701938;e;552556;e
;;Abfall (Industrie);-;;-;
;;Abfall (Hausmüll, Siedlungsabfälle);-;;-;
;;Kernenergie;12058434;e;11408484;e
;;Wärme;-;;-;
;;Strom (Elektrokessel);-;;-;
;;Sonstige Energieträger;54973;e;51399;e
;;Andere Speicher;-;;-;
;;Insgesamt;41736966;e;38956561;e
;Oktober;Steinkohlen;10403807;e;9591688;e
;;Steinkohlenkoks;-;;-;
;;Steinkohlenbriketts;-;;-;
;;Kohlenwertstoffe aus Steinkohle;-;;-;
;;Sonstige Steinkohlen;-;;-;
;;Rohbraunkohlen;13163993;e;12090705;e
;;Hartbraunkohlen;7645;e;6032;e
;;Braunkohlenbriketts;767;e;592;e
;;Braunkohlenkoks;182;e;138;e
;;Wirbelschichtkohle;31475;e;26766;e
;;Staub- und Trockenkohle;40269;e;35080;e
;;Sonstige Braunkohlen;20314;e;19214;e
;;Dieselkraftstoff;385;e;320;e
;;Heizöl, leicht;37708;e;34276;e
;;Heizöl, schwer;52549;e;48476;e
;;Flüssiggas;-;;-;
;;Raffineriegas;-;;-;
;;Petrolkoks;63593;e;58371;e
;;Sonstige Mineralölprodukte;188231;e;172545;e
;;Erdgas, Erdölgas;6522308;e;6333985;e
;;Grubengas;35130;e;34590;e
;;Kokereigas;56528;e;52590;e
;;Hochofengas;211179;e;196480;e
;;Sonstige hergestellte Gase;248;e;248;e
;;Wasserstoff;-;;-;
;;Laufwasser;1016196;e;992380;e
;;Speicherwasser;43111;e;42676;e
;;Pumpspeicherwasser;500719;e;492761;e
;;Pumpspeicher mit natürlichem Zufluss;-;;-;
;;Pumpspeicher ohne natürlichen Zufluss;-;;-;
;;Windkraft;38773;e;38585;e
;;Photovoltaik;465;e;465;e
;;Geothermie;1923;e;1361;e
;;Wärmepumpen (Erd- und Umweltwärme);-;;-;
;;Solarthermie;-;;-;
;;Feste biogene Stoffe;245652;e;225551;e
;;Flüssige biogene Stoffe;5917;e;5704;e
;;Biogas;5708;e;5477;e
;;Biomethan (Bioerdgas);-;;-;
;;Klärgas;2304;e;2154;e
;;Deponiegas;12102;e;11534;e
;;Sonstige erneuerbare Energien;35;e;35;e
;;Klärschlamm;12930;e;11901;e
;;Abfall (Hausmüll, Industrie);786882;e;611336;e
;;Abfall (Industrie);-;;-;
;;Abfall (Hausmüll, Siedlungsabfälle);-;;-;
;;Kernenergie;12018169;e;11433495;e
;;Wärme;-;;-;
;;Strom (Elektrokessel);-;;-;
;;Sonstige Energieträger;58361;e;54729;e
;;Andere Speicher;-;;-;
;;Insgesamt;45585558;e;42632240;e
;November;Steinkohlen;10301925;e;9480416;e
;;Steinkohlenkoks;-;;-;
;;Steinkohlenbriketts;-;;-;
;;Kohlenwertstoffe aus Steinkohle;-;;-;
;;Sonstige Steinkohlen;-;;-;
;;Rohbraunkohlen;12152112;e;11139342;e
